번호,머니위키 타이틀,카테고리,우선순위,예상 트래픽,CPC,핵심 내용
273,"최고가 새로 쓴 국제 금값, 국내 금값은 왜 이래?",보험,중,1000,2,대신 인구구조∙경제상황에 따라 보험료율과 소득대체율이 조정되는 자동 조정장치 도입을 거부하고 (1) 국가 지급 보장 명문화  (2) 출산 및 군 복무 크레딧 확대  (3) 저소득층
274,"봄철 이사 시즌, 전세 고려한다면 꼭 알아둘 팁",보험,중,1000,2,전세보증보험 되는지 알아보기 🏛️ 주택도시보증공사(HUG) 등에서 내놓는 전세보증보험에 가입하면 설령 집주인이 돈을 돌려주지 않더라도 내 보증금을 안전하게 지킬 수 있는데요. 모든
275,미국 경기침체 공포에 한국 증시도 급락,보험,중,1000,2,사망 보험금  이제는 연금∙간병비로 받아요 💰 이르면 3분기부터 만 65세 이상 종신보험 가입자는 사망보험금의 최대 90%를 연금이나 요양・간병・건강관리 서비스 형태로도 받을 수 
276,돈 잘못 보냈다면 이렇게 되찾으세요,보험,중,1000,2,예금보험공사는 2021년 7월부터 송금인이 실수로 보낸 돈을 되찾을 수 있도록 ‘잘못 보낸 돈 되찾기 서비스’를 운영하고 있어요. 예금보험공사는 이용자 편의를 위해 그간 이 서비스
277,직전 최고가 경신하는 강남・서초 부동산,보험,중,1000,2,④ 코스피 상장 재수한 서울보증보험의 성적표는? ‘공모주 최대어’라 불린 서울보증보험이 오는 14일 코스피에 상장될 예정인데요. 시장의 반응은 썰렁해요. 고평가 논란에 공모가를 크
278,인플레이션의 부활: 경기부양책,보험,중,1000,2,낮은 수준을 유지했던 국제유가  즉 에너지 가격이 상승하면서 에너지 사이드에서의 인플레이션 압력이 높아졌고  그 결과 40년간 잠들었던 인플레이션이 부활했지요. 물론 이것만이 40
279,"주식 거래, 오늘부터 퇴근하고도 가능해진다고?",보험,중,1000,2,서울보증보험  코스피 상장 재수도 실패? ❄️ 올해 상반기 IPO 대어로 꼽힌 서울보증보험이 수요예측에서 기대에 못 미치는 성적표를 받았어요. 최근 조금씩 살아나고 있는 공모주 시
280,인플레이션의 부활: 유가 상승,보험,중,1000,2,지금의 경제 상황을 두고 ‘3고’라고 합니다. 고환율  고금리  고물가가 동시에 이어지고 있다는 것이죠. 사실 시작은 고물가입니다. 물가가 높으니 그 물가를 잡기 위해 고금리로 대
281,"25% 관세 폭탄, 떨고 있는 자동차 업계",보험,중,1000,2,재수 선언한 서울보증보험  IPO 결과는? 📊 서울보증보험이 2년 만에 코스피 입성 재도전에 나서요. 공모가를 최대 3만 원대 초반까지 낮추고  10% 이상의 배당성향을 약속하며 
282,월 납입 40만 원 보험상품 유지해야 할까요?,보험,중,1000,2,해외 이주를 준비하는 25세 비영리단체 종사자가 비상금과 소비 자금을 구분하고  저축과 투자의 균형을 맞추며 재무 관리를 고민하고 있어요.
283,"경제위기와 경제불황, 같은 말인가요?",보험,중,1000,2,경제위기는 갑작스러운 충격이며 경기침체는 서서히 진행되는 불황으로  이를 대비하기 위해 안전자산 확보와 빚 관리가 중요해요.
284,치킨값 못 번다는 요즘 공모주 청약 근황,보험,중,1000,2,꿀꺽 삼켜요 : 옥석만 고르는 3가지 포인트 하지만 올해 서울보증보험 등 대형 공모주들이 잇달아 증시에 탑승할 예정이라 기대의 불씨는 아직 꺼지지 않은 상황 🔥. 이럴 때일수록 ‘
285,불황 앞에서 떠오르는 투자 자산들,보험,중,1000,2,안전자산인 금  달러  채권은 경제 불황과 불확실성이 커질 때 투자자들이 선호하는 자산으로  지금이 이를 공부하고 포트폴리오에 활용할 시점이에요.
286,어떨 때 ‘불황’이라고 하나요?,보험,중,1000,2,현재 경제 불황은 원자재 가격 상승  강달러  금리 인상  고용 불안 등의 요인으로 생산·분배·소비 전반에 걸쳐 어려움을 초래하고 있어요.
287,"SK하이닉스, 실적도 성과급도 역대급",보험,중,1000,2,자동차보험료  올해도 줄어요 🚗 올해 자동차보험료가 최대 1% 내려갈 전망이에요. 손해보험사들이 호실적을 기록하자  금융당국은 서민들의 보험료 부담을 덜어달라고 요청했는데요. 때문
288,은행이 망하면? 1억 원까지는 책임져요!,보험,중,1000,2,이때 예금보험공사가 은행을 대신해 돈을 돌려주는 법이에요. 이를 대비해서 예금보험공사는 돈을 쌓아두고  원금과 이자를 합해 예금자보호한도까지 보호해 줘요. 돈은 은행들이 내는 보험
289,삼성전자: “서랍 속 갤럭시 중고폰 삽니다”,보험,중,1000,2,전세자금 대출은 보증기관에 따라 주택금융공사는 0.2%포인트  서울보증보험은 0.3%포인트 인하하고요. 이에 다른 주요 은행들도 속속 금리를 조정할 거라는 전망이 나와요. 우리나라
290,역대급 투자 발표한 현대차,보험,중,1000,2,사망보험금도 당겨쓸 수 있다고?! 💸 이르면 하반기부터 자신의 사망보험금을 살아있을 때 연금처럼 받을 수 있게 돼요. 종신보험의 보험료 납입이 완료되고 계약자와 피보험자가 동일하다
291,공매도하고 싶다면? 번호 받으세요,보험,중,1000,2,📊 지표로 빠르게 살펴보기 시공 능력 58위의 중견 건설사 신동아건설이 기업회생절차(법정관리)를 신청하며 건설업계 위기감이 고조되고 있어요. 신동아건설은 63빌딩을 지은 회사로 유
292,찬 바람 불면 배당주? 놓치고 싶지 않다면 26일까지 매수하기 메모!,보험,중,1000,2,🛒 대표적인 배당주로는 통신주·금융주·정유주·보험주가 있어요. 이중 어떤 배당주에 투자할지 살펴보기 위해서는 배당수익률과 배당성향을 살펴봐야 하는데요. 배당수익률은 현재 주가 대비
293,산타 랠리 없었던 한국 증시,보험,중,1000,2,내년 실손 의료보험 보험료가 평균 7.5% 인상돼요. 구체적으로 1세대는 평균 2%대  2세대는 평균 6%대  3세대는 평균 20%대  4세대는 평균 13%대의 인상률이 반영될 예
294,"7년 차 대학병원 간호사, 쥬디 님의 재테크 레시피",보험,중,1000,2,병원을 다니다 보니까 아플 때를 대비해 보험도 빵빵하게 들고 있는데  매달 17만 원 정도 나가고 있어요. 외에도 관리비  통신비  초백이 사룟값 등 고정 지출은 월급을 받으면 바
295,겨울철 난방비 아끼는 꿀팁.zip,보험,중,1000,2,보일러 대신 전기 난방용품을 주로 사용한다면 에너지 캐시백 제도를 활용해 볼 수 있어요.보험금 청구권 신탁은 종신보험 또는 정기보험의 일반 사망 보험금을 대상으로 해요. 일반사망 
296,독일 ZEW 경기동향지수,보험,중,1000,2,은행이나 보험회사 같은 금융회사는 물론  일반 기업의 재무 부서에서 일하는 300명에서 350명의 전문가를 인터뷰해서 국제 금융시장 데이터에 대한 반 년치의 전망을 내놓아요. 경제
297,일본 M3 통화공급,보험,중,1000,2,예수금  보험계약 준비금 등으로 금융기관이 발생시킨 통화 유동성이 포함됨 L(광의유동성) M1+M2+Lf에 더해 정부나 기업이 발행한 시장금융상품으로 회사채  국채  지방채  기업
298,"2026년 자동차세 연납, 지금 바로 할인받고 똑똑하게 납부하기!",보험,중,3000,3,매년 6월과 12월  두 번에 걸쳐 납부하는 자동차세! 혹시 미리 내고 할인받는 방법이 있다는 사실  알고 계셨나요? 바로 자동차세 연납 제도 인데요  지금부터 2026년 자동차세
299,"첫 내 집 마련, ‘생애 최초 주담대’ 고려해 볼까?",보험,중,1000,2,서울  첫 집 매수자 늘었다 📈 11년 만에 최고치야 대법원 등기정보광장에 따르면 작년 서울에서 매매로 소유권 이전 등기가 이뤄진 집합건물(아파트·빌라·오피스텔 등) 16만 927
300,AI 기업 투자한다면 알아야 할 CAPEX,보험,중,1000,2,요즘 AI 기업들이 실적 발표 때마다 언급하는 단어가 있어요. 바로  CAPEX인데요. AI 투자에서는 중요한 개념인 건 맞는 것 같은데  대체 무엇이기에 그로 인해 기업의 주가가
301,빌라 경매 성공하려면? '이것'만큼은 주의하기,보험,중,1000,2,부동산 가격이 치솟으면서 상대적으로 싼값에 내 집 마련을 할 수 있는 경매 시장이 주목받고 있어요. 하지만 많은 사람이 저렴한 가격만 보고 쉽게 뛰어들었다가 많은 위험 요소와 비싼
302,"S&P500, 장중 사상 최초로 7,000돌파 (01.29)",보험,중,1000,2,미국 증시는 어땠어? 미국 1.28. 장마감 🔥 S&P500  사상 첫 7 000선 돌파…반도체 열풍이 이끌었다 28일(이하 현지시각)  뉴욕증시에서 S&P500 지수가 장중 처음
303,미국은 투자·GDP 늘려 빚 해결할 겁니다,보험,중,1000,2,올해 미국 경기가 호조세를 지속할지  그렇지 않을지 관심이 쏠립니다. 일단 미국 정부와 기업은 올해 AI(인공지능) 관련 투자를 줄이지 않을 것으로 보입니다. 그 이유는 AI가 미
304,"브레이크 고장 난 한국 증시? 코스피 5,100∙코스닥 1,100 동시 달성 (01.28)",보험,중,1000,2,📊 지표로 빠르게 살펴보기 1.28 장마감 브레이크 고장 난 한국 증시? 코스피 5 100∙코스닥 1 100 동시 달성 📈 코스피와 코스닥이 나란히 5 100선과 1 100고지를 
305,트럼프 정부 '골든 돔' 기대에 주가 30% 오른 기업 (01.28),보험,중,1000,2,🏥 보험사 주가  메디케어 지급액 동결에 급락 트럼프 행정부가 민간 보험사에 지급하는 메디케어 비용을 내년에 0.09%만 인상하기로 하면서 사실상 동결 수순에 들어갔어요. 월가에서
306,1월 효과와 미국 중간선거가 만난다면?,보험,중,1000,2,개요 트레이더들은 E-mini S&P 500  나스닥 100  러셀 2000 등 주요 주가지수의 변동성을 분석하여 시장에 형성된 이른바 '선거 프리미엄'을 정밀하게 측정하고 있어요
307,💳 네이버페이 데이터로 본 최근 10대 소비 리포트,보험,중,1000,2,👀 10대 소비 트렌드  어떤 걸 위주로 형성되었을까? 결제 방식이 다양해지고  카드의 사용 연령대가 점점 낮아지면서 최근 들어 10대의 결제 폭이 점점 넓어지고 있어요. 💸 온라
308,트럼프가 한국산 자동차 관세 15% → 25%로 다시 올린 이유는? (01.27),보험,중,1000,2,📊 지표로 빠르게 살펴보기 1.27 장마감 트럼프가 한국산 자동차 관세 15% → 25%로 다시 올린 이유는? 🇺🇸 도널드 트럼프 미국 대통령이 돌연 자동차 등 한국산 제품에 대한
309,뉴욕증시 강세... FOMC에 빅테크 실적 기대까지 (01.27),보험,중,1000,2,미국 증시는 어땠어? 미국 1.26 장마감 🏢 빅테크 실적 발표 앞두고 뉴욕증시 강세 26일(이하 현지 시각)  뉴욕증시 3대 지수가 모두 강세 마감했어요. 트럼프 대통령이 캐나다
310,이제 코스닥이 오른다? 7% 급등해 4년 만에 ‘천스닥’ 달성 (01.26),보험,중,1000,2,📊 지표로 빠르게 살펴보기 1.26 장마감 이제 코스닥이 오른다? 7% 급등해 4년 만에 ‘천스닥’ 달성 📈 코스닥 지수가 4년 만에 1 000선을 돌파하며 후끈 달아올랐어요. 시
311,사라진 ‘입주장 효과’… 전세 줄고 월세 늘어나는 서울 주택시장,보험,중,1000,2,전세시장에서 통용되던 ‘입주하면 전셋값이 떨어진다’는 공식이 서울에서 깨지고 있습니다. 대출 규제와 실거주 의무  전세 계약 구조 변화가 겹치며 입주 물량이 곧바로 전세 공급으로 
312,"차기 연준 의장, 릭 리더가 유력하다고? (01.26)",보험,중,1000,2,미국 증시는 어땠어? 미국 1.23. 장마감 🎢 '타코 트레이드' 이틀 만에 증발  투심 엇갈려 23일 뉴욕증시는 인텔 실적 실망과 중동 긴장 고조 속에 혼조세로 마감했어요. 트럼
313,10억 모아 퇴사 후 여행다니는 삶 가능할까요?,보험,중,1000,2,차를 소유했을 때 드는 보험료  세금  유지비를 아끼는 대신 그 돈의 일부를 경험에 쓰는 거예요. 소소한 사치 허용하기: 10억이라는 큰 목표만 보면 지치기 쉬워요. ‘자산 100
314,"떨어진다고 난리였지만 조용히 오른 지역, 그 곳의 공통점은?",보험,중,1000,2,아파트값 양극화와 미분양 적체로 신음하는 지방 부동산 시장이지만  모든 지역이 하락한 것은 아닙니다. 지방 중소도시 중에서 전국적 흐름과 관계없이 지난해 아파트 가격이 상승한 지역
315,"‘오천피’ 찍먹하고 내려온 코스피, 다음 주에는 진짜 오천피 달성할까?(01.24)",보험,중,1000,2,이번 주 국내 경제 이슈  이것만 알면 끝! 💪 ‘오천피’ 찍먹하고 내려온 코스피  다음 주에는 진짜 오천피 달성할까? 📈 코스피가 1980년 출범 이후 46년 만에 ‘꿈의 지수’
